"TCGA.AF.2687.01"	"TCGA.AF.2690.01"	"TCGA.AF.2693.01"	"TCGA.AF.3911.01"	"TCGA.AF.4110.01"	"TCGA.AF.5654.01"	"TCGA.AF.6136.01"	"TCGA.AF.6655.01"	"TCGA.AF.6672.01"	"TCGA.AF.A56K.01"	"TCGA.AF.A56L.01"	"TCGA.AF.A56N.01"	"TCGA.AG.3591.01"	"TCGA.AG.3592.01"	"TCGA.AG.3725.01"	"TCGA.AG.3731.01"	"TCGA.AG.3732.01"	"TCGA.AG.3742.01"	"TCGA.AG.4021.01"	"TCGA.AG.4022.01"	"TCGA.AH.6544.01"	"TCGA.AH.6547.01"	"TCGA.AH.6549.01"	"TCGA.AH.6643.01"	"TCGA.AH.6644.01"	"TCGA.AH.6897.01"	"TCGA.AH.6903.01"	"TCGA.BM.6198.01"	"TCGA.CI.6619.01"	"TCGA.CI.6620.01"	"TCGA.CI.6621.01"	"TCGA.CI.6622.01"	"TCGA.CI.6623.01"	"TCGA.CI.6624.01"	"TCGA.CL.4957.01"	"TCGA.CL.5917.01"	"TCGA.CL.5918.01"	"TCGA.DC.4745.01"	"TCGA.DC.4749.01"	"TCGA.DC.5337.01"	"TCGA.DC.5869.01"	"TCGA.DC.6154.01"	"TCGA.DC.6155.01"	"TCGA.DC.6156.01"	"TCGA.DC.6157.01"	"TCGA.DC.6158.01"	"TCGA.DC.6160.01"	"TCGA.DC.6681.01"	"TCGA.DC.6682.01"	"TCGA.DC.6683.01"	"TCGA.DT.5265.01"	"TCGA.DY.A0XA.01"	"TCGA.DY.A1DC.01"	"TCGA.DY.A1DD.01"	"TCGA.DY.A1DE.01"	"TCGA.DY.A1DF.01"	"TCGA.DY.A1DG.01"	"TCGA.DY.A1H8.01"	"TCGA.EF.5830.01"	"TCGA.EF.5831.01"	"TCGA.EI.6506.01"	"TCGA.EI.6507.01"	"TCGA.EI.6508.01"	"TCGA.EI.6509.01"	"TCGA.EI.6510.01"	"TCGA.EI.6511.01"	"TCGA.EI.6512.01"	"TCGA.EI.6513.01"	"TCGA.EI.6514.01"	"TCGA.EI.6881.01"	"TCGA.EI.6882.01"	"TCGA.EI.6883.01"	"TCGA.EI.6884.01"	"TCGA.EI.6885.01"	"TCGA.EI.6917.01"	"TCGA.EI.7002.01"	"TCGA.EI.7004.01"	"TCGA.F5.6464.01"	"TCGA.F5.6465.01"	"TCGA.F5.6571.01"	"TCGA.F5.6702.01"	"TCGA.F5.6810.01"	"TCGA.F5.6811.01"	"TCGA.F5.6812.01"	"TCGA.F5.6813.01"	"TCGA.F5.6814.01"	"TCGA.F5.6861.01"	"TCGA.F5.6863.01"	"TCGA.F5.6864.01"	"TCGA.G5.6233.01"	"TCGA.G5.6235.01"	"TCGA.G5.6572.01"	"TCGA.G5.6641.01"
"hsa-mir-3191"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-126"	10.3547	11.0139	11.9842	10.9589	11.1761	10.2003	12.0513	11.3567	10.8216	11.9113	11.5089	10.9872	10.0622	11.3344	10.9277	12.2851	8.6867	10.5565	10.6882	10.5413	11.7802	11.1298	11.3224	11.2482	11.056	10.3501	10.0484	11.7264	12.0265	12.7018	11.9358	11.3979	12.7266	11.2343	11.1956	10.175	10.3579	11.9599	11.4516	10.3055	10.2745	10.7029	10.86	10.0657	10.2995	10.1994	10.0579	10.7839	11.4126	10.9928	10.2787	10.4345	11.9282	11.0739	11.1429	10.841	11.357	11.8138	9.4385	9.5949	11.1184	9.7893	11.0757	10.9339	10.7785	11.7003	11.4733	11.3057	10.8852	10.215	10.0909	10.3958	10.3892	9.9403	10.0936	9.8007	10.9683	10.6542	11.2077	10.9051	11.2413	10.481	10.2451	10.7671	11.0502	10.9246	10.3611	10.1712	9.8667	11.7292	11.7898	11.3505	11.1704
"hsa-mir-127"	9.6316	9.9048	9.6827	9.2565	9.1758	9.8974	9.1512	10.4981	9.2166	10.5497	10.6535	10.3547	7.7487	9.4878	8.3375	10.2562	8.4003	9.6133	8.5415	9.403	9.4118	9.87	9.4556	8.4775	9.8883	9.8224	9.0046	9.6247	9.2335	10.2664	9.6607	9.6752	10.451	9.9086	9.7995	9.8939	9.3339	9	9.6652	10.3411	10.0586	9.2563	10.5031	10.0174	10.1232	10.1563	9.3394	8.928	9.5512	9.2976	11.6553	9.086	10.1976	8.5057	8.4884	8.2795	8.4507	9.1903	9.0319	8.8508	9.2542	8.5323	9.4332	10.1236	8.5438	9.5774	9.4387	9.6467	8.3808	8.911	9.2054	10.2422	9.5365	9.0876	9.9062	9.2509	10.2184	9.7445	10.0886	9.1727	10.5622	9.0352	10.4171	9.0966	9.5505	8.8991	10.4233	8.5899	10.0164	9.123	9.6937	11.0486	9.3716
"hsa-mir-19a"	4.0618	3.6626	4.6083	4.6119	4.3837	4.972	6.0483	5.8237	5.5355	7.658	6.9848	6.6429	4.2492	5.2913	5.2385	4.8119	2.7871	5.109	2.5435	4.8307	5.4807	4.6602	5.7164	5.2521	4.3632	7.1504	5.3655	4.7192	5.6038	5.4764	5.9596	5.6082	6.1513	5.5086	5.1654	6.1365	5.4711	4.6447	5.2849	4.8504	5.304	6.2203	5.5199	4.0969	4.8254	5.4777	4.7336	4.5662	6.5491	5.0478	3.1507	4.7019	5.8687	6.0841	4.5759	5.3022	6.0847	7.6573	4.4333	3.1608	4.3624	5.1567	5.26	5.351	4.5587	5.723	6.091	5.1182	4.1319	6.1503	5.2966	6.0435	5.4021	5.5597	5.6526	5.5499	3.4144	3.1184	3.4881	5.0566	5.2626	4.3746	4.4765	4.048	4.3061	5.4779	5.0605	5.4442	4.9409	5.714	6.0138	4.2134	5.3004
"hsa-mir-3673"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-452"	7.067	6.76	7.8867	7.1183	7.0904	7.6051	7.6602	7.7983	7.4526	8.1379	7.3498	8.1653	7.2857	7.7809	7.2031	6.9603	6.6591	7.8838	6.2223	7.9595	7.5488	6.8191	6.8725	7.5511	6.8518	7.5845	6.9204	7.4822	7.44	6.8988	7.5989	7.2024	7.9896	7.2137	7.2496	8.2138	8.8642	8.073	7.9488	8.5796	8.1232	7.5738	8.2978	7.8655	7.8295	9.34	7.4223	5.6118	7.387	7.6899	6.0991	8.0653	6.7751	8.3927	5.6001	8.4776	8.0033	7.7522	6.4758	6.8334	6.9356	5.0146	7.3736	6.7209	6.5441	8.7484	8.8602	9.2463	6.6102	7.4627	6.4062	6.5577	6.3486	6.1585	6.2783	5.543	6.7139	6.3138	7.1851	7.5598	7.5491	7.4117	6.8457	5.654	6.0884	5.8312	6.3386	5.6261	5.7529	7.836	7.9738	6.7553	6.7089
"hsa-mir-1256"	0	0.2644	0.432	0.1461	0	0	0.6054	0	0.1644	0	0.2674	0.2751	0.3816	0.794	0.2597	0	0	0	0.4107	0.2973	0.228	0.1916	0.2254	0	0.2784	0	0	0	0.646	0.3048	0	0	0	0.5481	0.3526	0	0.2241	0.4255	0.5928	0	0	0	0	0.1329	0	0.1243	0	0.1713	0.5012	0.2366	0	0	0.1631	0.1947	0.311	0.3134	0	0	0.2541	0	0	1.0398	0	0	0	0	0.6652	0.7439	0.3126	0	0	0	0.3752	0	0.3004	0	0	0.329	0.7801	0.2835	0.316	0.3678	0.2233	0.3072	0	0	0.2628	0.1801	0	0.5539	0	0.1939	0.2908
"hsa-mir-1257"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5746	0	0.1833	0	0	0	0	0	0	0	0	0	0	0.3554	0	0.461	0	0	0	1.1112	0	0	0	0	0	0	0	0.3861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3417	0	0	0	0.2926	0	0	0	0	0	0.5902	0	0	0	0	0.2379	0	0	0	0	0	0	0	0	0	0	0	0	0.1939	0
"hsa-mir-1254"	1.3192	0.681	0.432	0.2788	0.1689	1.8205	1.0306	1.1632	0.312	0.2269	2.0197	1.3047	0.2034	0.794	0.8912	1.4651	0.3574	0.9303	0.2864	0.6526	1.3452	0.8892	2.0749	1.501	1.5437	0.9249	0.8782	1.3021	0.646	1.4042	0.9051	0.9492	1.7314	0.6927	1.804	2.0683	0.7418	0.2284	1.2615	0.5552	0.9415	1.0035	1.5511	0.8252	0.5024	0.4436	0.8038	0.1713	0.2723	1.0491	0.6442	1.1559	1.2844	0.7228	0.5666	0.4478	2.1131	2.1041	1.108	2.0197	1.2498	0.4351	0.6439	0.6177	1.1192	1.1439	1.5619	1.5964	1.5134	0	0.4639	0	0	1.0079	0.3004	0	0.8226	0.329	1.7359	0.8449	1.0996	1.2057	0.8774	0.4393	0	1.5693	0	0.6152	0	0.3034	0.3924	0.7818	0.8331
"hsa-mir-1252"	0	0	0	0	0	0	0	0	0	0	0.2674	0	0.5402	0	0	0	0	0	0	0	0	0	0	0.2221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2327	0.4812	0	0	0	0	0.4595	0.1809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2095	0	0.1527
"hsa-mir-1253"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1250"	0.5346	0	0	0	0.1689	0	0.6054	0	0	0	0	0	0	0.3157	0	0.1833	0.098	0	0	0	0	0	0	0	0	0	0	0	0	0.1604	0.3684	0.208	0	0	0	0	0.2241	0.4255	0	0	0	0	0	0	0	0	0.5822	0	0	0	0	0	0.1631	0	0	0	0	0	0.2541	0	0	0	0	0	0.3708	0	0.2573	0	0.2157	0	0	0	0.3752	0	0.3004	0	0.4108	0.1182	0	0	0.1132	0	0	0	0	0	0	0	0.1248	0	0	0	0
"hsa-mir-1251"	2.1009	0	0	0	0.1689	0.3967	0	0	0.5683	0	0.493	0.2751	0	0	0	0.3458	0.4344	0	0.1503	0.1563	0	0.3607	0	0	0	1.2313	0	0	0	0.3048	0	0	0	0.3875	0	0.5423	0	0	0	0	0	0	0	0.2545	0	0	0.3203	0	0	0	0	0	0	0	0.1638	0	0	0	0	0	0.7562	0.2339	0.248	0	0.6655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1008	0.1132	0.1956	0	0	0	0	0	0	0	0.3034	0.2095	0	0.1527
"hsa-mir-99a"	8.1993	9.1273	5.0797	7.4244	6.2005	6.418	5.0699	7.8195	5.5542	8.1405	7.6699	7.3427	3.7619	5.3357	4.2884	7.0922	5.7506	6.5521	6.1987	7.0443	4.5916	7.3541	7.1756	4.3318	7.2368	4.9589	5.8577	6.6325	4.6603	6.0934	4.9251	5.5663	6.7882	5.6613	5.4384	6.7579	7.1274	6.4923	6.4988	7.742	7.6225	7.0337	4.5658	7.3956	6.8781	7.2481	3.278	7.9421	6.8459	6.7251	8.1533	5.5705	6.7908	6.8861	6.3712	7.4639	5.2322	6.9695	7.6709	5.8071	2.7334	4.5777	6.5805	6.2318	4.4273	4.5348	3.8746	4.9289	8.3679	4.6932	3.7154	8.5065	6.3951	6.1345	7.3673	8.5086	8.4413	8.2653	7.7596	8.9066	7.9718	7.43	7.7253	8.6296	7.9593	6.7372	7.8253	8.8199	8.2706	4.4011	5.8862	9.7255	6.3722
"hsa-mir-1258"	0.3775	0.2644	0	0.4003	0.1689	0	0	0.4989	0	0.2269	0.6879	0	0	0	0.0919	0.1833	0.6435	0	0.1503	0	0	0.1916	0.4203	0	0.8886	0	0	0.2743	0	0	0.1959	0.208	0	0.2067	0.3526	0	0	0.2284	0.3266	0.3927	0.8213	0	0.5681	0.4708	0.3535	1.2326	0	0.1713	0.6988	0.5316	0	0	1.2118	0.1007	0.9724	0.1652	0.2327	0.1788	0.2541	0	0	0.6116	0.248	0	0	0	0	0	0	0	0	0.3049	0	0	0.3004	0	0.6313	0.676	0.621	0.659	0.4077	0.1956	0.4167	0.3072	0.9058	0.3574	0.4851	0.6152	0.445	0	0.2095	1.005	0
"hsa-mir-1259"	5.8196	6.6717	7.4616	6.0096	6.1858	5.6993	6.7146	6.7913	6.5775	NA	NA	NA	6.2119	7.4097	6.5016	6.5111	2.9921	5.42	5.1574	5.6494	6.7502	5.8778	7.8099	7.0639	7.3727	6.7235	6.5159	6.1823	6.8084	6.2992	7.3125	7.4245	7.6192	6.286	7.2548	4.5874	6.7578	6.5383	7.7673	5.9509	5.3643	5.9564	5.5499	3.3179	5.6522	4.3469	5.4266	6.1919	7.0292	6.9392	8.1844	8.1012	7.1048	6.6154	5.8218	5.8854	7.712	7.4724	5.7486	5.411	6.3774	5.9842	6.8457	7.5281	6.5576	6.4808	7.6576	7.1198	6.414	6.6741	5.6195	6.7654	5.0607	7.2604	6.8499	6.5274	4.486	5.7255	7.5941	6.8345	5.7739	6.0389	7.3493	5.6196	7.0661	6.1889	5.8367	5.5626	5.8397	7.1511	5.9856	7.4904	6.2011
"hsa-mir-125b-1"	8.7152	9.4795	7.3206	8.0425	7.8239	7.8224	7.9307	8.5767	6.8249	8.862	9.4482	8.4568	4.6393	7.1363	6.0477	8.099	7.0761	7.8624	6.9701	8.203	7.9312	8.2842	7.7802	6.9027	8.3298	5.9669	7.6691	7.6719	7.4242	8.281	7.0289	7.3107	8.6692	7.849	7.3312	7.7435	7.8637	7.2426	7.2877	7.7784	8.1288	8.2756	7.32	8.8246	7.8711	8.416	5.2208	8.9876	8.5694	8.2733	11.7941	7.3688	8.2941	8.5939	7.9204	8.5211	6.9991	8.1408	7.9911	8.183	4.836	6.3722	7.3	9.3462	5.8174	7.1243	6.5745	6.9119	9.3497	5.9124	5.1807	9.1078	7.9234	8.0601	8.8997	8.7061	9.5742	9.1249	8.568	9.1223	9.0454	8.4197	8.7636	9.5335	9.0383	8.174	9.042	9.2551	9.0759	5.849	7.9603	10.3458	8.3087
"hsa-mir-125b-2"	4.0489	4.5683	1.0338	2.7788	2.1629	3.1559	0.6054	4.1315	1.2189	3.0864	3.1607	2.8682	0.3816	0.5746	0.6706	3.0078	1.6998	2.5436	2.308	2.5373	1.4393	2.645	3.3408	0.2221	2.9654	1.2313	1.6937	2.2539	1.9351	2.0621	1.6698	1.3512	2.4959	1.8556	2.2858	2.4154	3.2071	2.0313	2.2664	3.3548	3.3293	2.3275	1.7711	3.2464	3.0633	2.9708	1.317	3.0982	3.0837	2.6861	4.7187	1.9121	2.2717	2.2057	2.0865	2.8454	0.7657	1.9648	4.0861	1.5023	0.7562	1.0398	2.4596	2.3623	1.1192	1.493	0	2.3357	3.5713	0.9867	0.4639	3.2075	0.6727	1.6738	2.0843	4.1082	4.1975	3.9071	3.2907	4.4006	3.4541	3.1906	3.743	4.1576	3.3153	2.383	3.2005	3.8506	3.6612	0	1.8707	5.1508	2.0448
"hsa-mir-489"	0	0.2644	0	0	0.1689	0.7075	0.8336	0.1861	0.4458	0	0.2674	0	0	0	0	0	0	0	0	0	0.5979	0	0.2254	0	0.5116	0	0.3554	0	0.2489	0	0	0	0	0.2067	0.3526	0	0.418	0	0.3266	0	0	0.6807	0.5681	0.1329	0	0	0	0.589	0.5012	0	0	0	0	2.1363	0.4445	0.1652	0.7657	0	0.2541	0	0	0	0.248	0.3417	0.3708	0.265	0	0.2926	0	0	0	0.5565	0	0	0.3004	0	0	0.1182	0	0.2835	0	0	0	0.1617	0	0	0.2628	0.3401	0	0	0	0.1939	0.7398
"hsa-mir-488"	0.201	0	0	0.1461	0	0	0.3342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3574	0	0	0	0	0	0	0
"hsa-mir-486"	7.2368	9.4066	7.6514	6.2828	5.9626	7.6938	6.8834	7.0259	7.4295	6.8869	5.7206	6.2072	5.592	7.8891	5.068	6.5963	5.6166	5.4552	4.1799	5.7571	6.6282	6.5894	5.0574	4.2833	6.1328	7.8906	6.1002	7.6329	5.7422	5.1626	6.2126	6.3212	6.1419	7.6804	5.7293	7.7219	6.2277	5.861	5.4365	6.5096	6.2307	5.4465	6.7176	4.137	5.5012	7.2802	8.211	4.8382	5.8507	3.6121	8.6197	3.3522	5.8539	4.3935	5.6214	5.3673	5.9276	4.8504	5.0514	3.6564	6.015	6.234	5.5001	4.6922	5.5093	5.7823	5.4771	5.4726	4.5694	7.1927	8.0578	6.3734	9.4219	6.7526	6.6615	6.0343	7.9734	4.5984	4.6761	4.2441	5.6219	5.4051	4.805	5.5075	5.0584	6.5378	5.631	2.9348	5.4768	7.3042	7.0008	5.6119	6.1611
"hsa-mir-485"	1.8842	2.2078	2.3756	0.4003	2.1223	0.7075	2.2959	2.7024	2.6578	2.9015	3.0935	3.2648	0.6831	1.785	1.4725	2.6821	1.4257	1.772	0.9913	1.5582	2.5764	1.9936	2.9251	1.2211	1.9134	2.7741	2.3758	2.6405	1.43	2.5122	2.536	2.0365	3.0748	1.8556	2.3654	2.6432	2.009	0.4255	1.7714	1.6737	0.9415	1.5896	2.9554	1.6866	1.6878	2.4356	2.5781	1.6521	2.4228	1.5217	5.8822	1.6551	2.8994	1.5612	0.9724	1.4956	1.1541	2.0127	0.973	2.7002	1.5506	1.7924	1.7815	2.7822	2.1753	1.9347	2.1746	2.2011	1.1438	1.3985	2.1418	1.5275	1.6225	2.1822	2.3692	1.4753	2.623	2.0264	2.966	2.0143	2.8488	1.5297	2.5497	1.8038	2.5372	1.4257	2.8062	1.1351	2.1771	1.7401	2.6939	4.0969	2.2279
"hsa-mir-484"	5.2791	5.2403	5.5889	4.494	5.0136	5.8092	6.2934	5.7182	4.5809	6.2629	6.0167	6.3809	3.5168	5.485	5.1795	5.475	4.263	4.9277	4.4134	4.6907	5.6328	5.3543	6.5259	5.2894	5.1402	7.4087	5.7718	6.5639	6.7715	5.8086	6.311	6.1646	7.1076	6.427	6.5465	5.4855	6.0671	4.1958	5.6918	5.6017	5.7197	5.2848	6.0582	4.9942	4.8877	5.375	6.7198	4.2783	5.8454	4.9389	7.2888	3.9903	5.796	4.8308	4.6675	5.1772	5.1421	6.5492	5.9372	5.3257	6.1583	4.4557	5.0797	5.516	4.8934	6.0559	6.4576	5.6511	4.5296	6.6127	6.3198	4.938	6.3849	5.4857	5.9728	4.5116	5.3131	4.3492	5.4309	4.5684	5.5049	5.7738	4.3637	4.7412	5.4602	6.8817	5.5472	5.1029	4.6864	6.2548	6.0033	5.1854	5.6887
"hsa-mir-483"	8.319	2.1436	1.0338	0.6164	1.2427	9.4697	0.8336	1.9606	1.3612	2.1943	1.9453	10.5842	0.6831	0.5746	0.41	4.3955	0.4344	1.3274	0.4107	0.8487	1.1364	2.8578	9.2534	1.1143	0.8886	10.7447	0.8782	1.724	8.0496	3.9066	7.6075	0.6964	2.3059	1.2549	8.7917	2.2173	1.1219	0.2284	0.8174	7.9885	8.6897	0.8511	2.1304	0.6589	0.6373	1.6182	6.1263	1.8668	7.5716	1.2784	3.7425	1.0529	1.4827	0.2831	1.1392	1.7247	0.7657	1.7551	9.1796	1.7841	7.7437	3.4404	0.4595	0.6177	4.5038	0.8532	1.2429	2.3357	1.3404	0.4084	1.5342	1.5275	1.3133	2.5981	1.3897	0.9186	2.6735	2.0563	1.5716	0.7856	1.8529	8.9377	2.3271	1.9877	1.7665	1.087	10.4222	5.0048	1.1792	0.3034	1.0663	2.1546	0.6399
"hsa-mir-3128"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-548i-4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-509-2"	0.8054	1.1418	0	1.3175	0.3201	3.0496	0.6054	1.7987	0.312	1.6059	0.6879	1.8994	1.6413	1.6788	1.3662	0.3458	1.848	8.0226	4.0425	1.501	1.0194	0.3607	0.884	0.4145	0.8886	0.9249	0	1.3021	1.43	1.8431	0	1.0606	0.9472	0.9444	0.6358	1.2442	1.8832	0.4255	0.8174	2.2961	1.3415	2.1429	1.5511	1.9967	1.3376	0.536	1.5795	0.589	1.2951	0.5316	0	1.7893	0	2.1124	0.5666	1.1461	2.6033	0.4812	3.4099	1.5023	1.5506	0.4351	1.9309	0.4863	0.9101	2.4951	1.3573	1.485	0.4034	0.7264	0	1.5275	0.6727	0.7433	1.1093	1.0791	4.5883	0.1182	1.7359	1.414	0.9852	0.3678	1.3258	0	0.5228	3.4001	0.4851	0.1801	1.6634	1.1179	0.3924	1.9004	0.7398
"hsa-mir-509-3"	0.201	0.681	0.7641	1.3175	0.697	3.3019	1.0306	1.4804	0.8835	1.5228	1.6025	1.8994	1.6413	1.4395	1.6032	0	1.7609	8.0108	4.2565	1.6132	1.0194	0.512	1.1268	0.7361	0	1.4839	0	1.0336	0.8099	2.5122	0	0.5513	1.9201	0.824	0.6358	0	2.2318	0.7537	1.0117	2.2493	0.9415	2.4387	1.9619	1.9967	1.2561	0.856	1.5795	0.4627	1.1675	1.11	0	2.3633	0.3095	2.4542	0.4445	0.789	2.6442	0.4812	3.2142	1.7841	1.408	0.9107	1.5237	0.4863	1.3018	1.9347	1.4632	1.9722	0.7182	1.5673	0	2.1796	0.6727	0.5902	1.1093	1.4753	5.066	0.5967	2.1397	1.248	1.0435	0.9038	1.9434	0.3072	0.5228	3.1025	0	0.1801	1.3927	0.5539	0.5547	1.8438	1.0035
"hsa-mir-4318"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-509-1"	0.201	1.0039	1.0338	1.2545	0.3201	2.9933	0.3342	1.2493	0.1644	1.6844	0.6879	2.1246	1.5696	1.5641	1.2109	0.1833	1.848	8.0491	4.0616	1.1003	1.3452	0.512	1.0105	0.2221	0.7124	0.9249	0.3554	1.1741	0.9571	2.2873	0.1959	1.5168	0.7623	0.824	1.4121	0.2965	2.3789	0.7537	0.7095	2.695	1.0523	2.2686	1.2915	1.7706	1.6242	0.536	1.6948	0.3244	1.2951	0.9192	0.6442	1.9698	0.1631	1.9053	0.5666	1.0648	2.4266	0.3379	3.1215	0.688	0.9743	0.6116	1.6149	0.3417	1.1192	2.2723	1.6543	1.3641	0.4887	1.3985	0	2.1796	0.9192	0	1.6245	1.355	4.5685	0.4239	1.6561	1.2034	0.6521	0.1956	1.5893	0	0	3.4001	0	0	1.5787	0.5539	0.2095	2.0583	0.1527
"hsa-mir-3122"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-548i-3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3120"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-3121"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-3126"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2269	0.2674	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
